artist,album,track_name,release_date,popularity,genres,sub-genres,explicit,followers,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,tempo,duration_ms,time_signature,playlist,mood
My Chemical Romance,The Black Parade,Welcome to the Black Parade,2006-10-23,76,emo, pop punk,0,7507999,5wQnmLuC1W7ATsArWACrgW,0.217,0.905,2,-4.103,1,0,0,0,96.95,311107,4,playlist_2006,0
Muse,Black Holes and Revelations,Supermassive Black Hole,2006-06-19,76,modern rock, permanent wave,0,7411450,3lPr8ghNDBLc2uZovNyLs9,0.668,0.921,7,-3.727,1,0,0,0,120.0,212440,4,playlist_2006,1
Fall Out Boy,From Under The Cork Tree,"Dance, Dance",2005-05-03,76,emo, modern rock,0,9890506,0a7BloCiNzLDD9qSQHh5m7,0.622,0.961,11,-3.198,0,0,0,0,114.452,180267,4,playlist_2006,0
Nelly Furtado,Loose,Maneater,2006-01-01,79,canadian latin, canadian pop,0,3380485,4wH4dJgrsxONID6KS2tDQM,0.796,0.777,6,-4.81,1,0,0,0,132.722,258893,4,playlist_2006,1
The Killers,Sam's Town,When You Were Young,2006-09-27,76,alternative rock, dance rock,0,6913592,70wYA8oYHoMzhRRkARoMhU,0.467,0.988,11,-3.313,1,0,0,0,130.433,220427,4,playlist_2006,0
Natasha Bedingfield,Unwritten,Unwritten,2004-08-30,75,dance pop, europop,0,1566529,3U5JVgI2x4rDyHGObzJfNf,0.706,0.8,5,-6.333,1,0,0,0,100.011,259333,4,playlist_2006,1
Cassie,Cassie (U.S. Version),Me & U,2006-08-07,74,dance pop, hip pop,0,1421010,7k6IzwMGpxnRghE7YosnXT,0.803,0.454,8,-4.802,0,0,0,0,99.99,192213,4,playlist_2006,1
Eminem,Curtain Call: The Hits (Deluxe Edition),Shake That,2005-12-06,74,detroit hip hop, hip hop,1,67857271,0fGh0trRN1xz3s41r7V5ce,0.963,0.643,1,-5.785,0,0,0,0,107.005,274440,4,playlist_2006,1
Rascal Flatts,Me And My Gang,Life is a Highway,2006-01-01,73,contemporary country, country,0,3459161,2Fs18NaCDuluPG1DHGw1XG,0.582,0.952,5,-3.848,1,0,0,0,103.027,276320,4,playlist_2006,1
John Mayer,Continuum,Waiting On the World to Change,2006-09-11,72,neo mellow, singer-songwriter,0,5806031,5imShWWzwqfAJ9gXFpGAQh,0.578,0.756,2,-5.82,1,0,0,0,176.739,201173,4,playlist_2006,1
Rihanna,A Girl Like Me,Unfaithful,2006-04-10,72,barbadian pop, pop,0,53901957,13xxBnXOuiBxVxJI458B0i,0.588,0.391,0,-8.607,0,0,0,0,144.069,226973,4,playlist_2006,0
Panic! At The Disco,A Fever You Can't Sweat Out,I Write Sins Not Tragedies,2005-09-27,72,modern rock,,0,11752109,4bPQs0PHn4xbipzdPfn6du,0.569,0.83,9,-4.106,0,0,0,0,170.094,186635,4,playlist_2006,1
Justin Timberlake,FutureSex/LoveSounds Deluxe Edition,My Love (feat. T.I.),2006-09-13,72,dance pop, pop,0,12741011,4NeOWqHmlrGRuBvsLJC9rL,0.771,0.68,11,-5.881,0,0,0,0,119.952,276160,4,playlist_2006,1
P!nk,I'm Not Dead,Who Knew,2006-04-04,72,dance pop, pop,0,14799769,2hns6Dv29Yrg68AVTJiAyA,0.688,0.734,9,-4.569,1,0,0,0,140.004,208493,4,playlist_2006,0
Nickelback,All the Right Reasons,Far Away,2005-09-26,72,alternative metal, canadian rock,0,6198641,0ADZ5dmXhlfzjMw6lefoPl,0.518,0.797,6,-5.153,1,0,0,0,132.918,238173,4,playlist_2006,0
Chris Brown,Chris Brown (Expanded Edition),Yo (Excuse Me Miss),2005,71,dance pop, r&b,0,18930345,7DFnq8FYhHMCylykf6ZCxA,0.536,0.612,4,-5.847,1,0,0,0,86.768,229040,4,playlist_2006,1
JoJo,The High Road,Too Little Too Late,2006-10-17,71,dance pop, pop,0,2279470,4T4NLIMypdmyUwK54jECk4,0.421,0.799,6,-5.183,0,0,0,0,82.408,221720,4,playlist_2006,1
Cascada,Everytime We Touch (Premium Edition),Everytime We Touch,2010-02-12,70,bubblegum dance, dance pop,0,474997,5YJtMNWKe55yr49cyJgxva,0.633,0.976,8,-5.362,1,0,0,0,142.027,197124,4,playlist_2006,0
Kanye West,Late Registration,Touch The Sky,2005-08-30,70,chicago rap, rap,1,19599435,2dxjKgT0li4qBI3QwuN9Ih,0.552,0.846,9,-4.912,1,0,0,0,98.56,236600,1,playlist_2006,1
Ne-Yo,In My Own Words,Sexy Love,2006-01-01,68,dance pop, pop,0,7825791,10aWGOqSDBqvNzJ9NeKDbK,0.693,0.516,8,-6.446,1,0,0,0,94.02,220853,4,playlist_2006,0
The Fray,How To Save A Life,Over My Head (Cable Car),2005-09-13,68,neo mellow, piano rock,0,3875526,1N62wozuHCvczCkY4QidpP,0.592,0.729,8,-4.156,1,0,0,0,116.03,236267,4,playlist_2006,1
Rascal Flatts,Me And My Gang,What Hurts The Most,2006-01-01,68,contemporary country, country,0,3459161,4bVuIlGQBMWS7vIhcx8Ae4,0.537,0.674,5,-5.134,0,0,0,0,136.002,214107,4,playlist_2006,0
Nickelback,All the Right Reasons,Savin' Me,2005-09-26,68,alternative metal, canadian rock,0,6198641,4Gd9PUEuOTOJtbgd4YxLXM,0.441,0.815,3,-4.088,1,0,0,0,164.007,219320,4,playlist_2006,1
Chamillionaire,The Sound of Revenge,Ridin',2005-01-01,68,dirty south rap, gangster rap,1,803664,3kZoay4ANo86ehb6s4RwS9,0.787,0.799,8,-4.68,0,0,0,0,143.052,303053,4,playlist_2006,1
Black Eyed Peas,Monkey Business,Pump It,2005-01-01,68,dance pop, pop,0,7322699,6btyEL6NwUa97Nex9cZFvo,0.649,0.931,1,-3.15,0,0,0,0,153.645,213067,4,playlist_2006,1
Bob Sinclar,Rock This Party (Everybody Dance Now),Rock This Party - Everybody Dance Now,2006-08-22,67,dance pop, disco house,0,550567,0Qn0i8df7Q76ej3RAXAtI2,0.893,0.823,5,-3.708,0,0,0,0,128.009,245467,4,playlist_2006,1
The Notorious B.I.G.,Duets: The Final Chapter,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",2005-12-13,67,east coast hip hop, gangster rap,1,8680273,4GIsskMpViPkt0uzPJTJSp,0.833,0.628,2,-7.041,1,0,0,0,106.328,286187,4,playlist_2006,1
James Blunt,Back to Bedlam,Goodbye My Lover,2005-08-08,67,neo mellow, pop,0,2756840,6gxycjJNMgmAyfzUXBN80P,0.432,0.261,4,-12.591,1,0,0,0,89.567,258653,4,playlist_2006,0
Paolo Nutini,These Streets,Last Request,2007-01-30,67,british soul, neo mellow,0,1283483,6xM8oBy40nK1rOd8WmoOPx,0.605,0.704,5,-6.564,1,0,0,0,80.925,220413,4,playlist_2006,0
Evanescence,The Open Door,Call Me When You're Sober,2006-01-01,67,alternative metal,,0,3761683,663Karu2rvKLdnY0eo1n3M,0.45,0.883,7,-4.094,1,0,0,0,93.41,214707,4,playlist_2006,0
Mary J. Blige,The Breakthrough,Be Without You - Kendu Mix,2005-01-01,66,dance pop, hip pop,1,3477744,6Y3WvyUG9iE5bQYg38SPtQ,0.726,0.7,2,-5.881,0,0,0,0,146.559,246333,4,playlist_2006,1
Chris Brown,Chris Brown (Expanded Edition),Gimme That,2005,66,dance pop, r&b,0,18930345,53ETzLQQKFCzykRbqWb1ph,0.678,0.572,11,-7.033,0,0,0,0,87.165,186827,4,playlist_2006,0
Lil Jon,Snap Yo Fingers - Single,Snap Yo Fingers,2006-05-02,66,atl hip hop, crunk,0,1395423,6o3s08kk2fQI37vxGZDrJ1,0.835,0.757,8,-5.029,0,0,0,0,82.038,274387,4,playlist_2006,1
Bob Sinclar,Love Generation (Radio Edit),Love Generation - Radio Edit,2005-06-20,67,dance pop, disco house,0,550567,7M13FwBAKWNa2jqcZeUhL6,0.723,0.872,1,-3.617,1,0,0,0,128.038,204798,4,playlist_2006,1
T-Pain,Rappa Ternt Sanga (Expanded Edition),I'm N Luv (Wit a Stripper) (feat. Mike Jones),2005-12-06,66,dance pop, hip hop,1,4255238,2QurCbkPO14pjrikPNja0h,0.739,0.368,8,-10.233,1,0,0,0,144.992,239413,4,playlist_2006,0
The Pussycat Dolls,PCD,Buttons,2005-01-01,65,dance pop, girl group,0,5361704,3BxWKCI06eQ5Od8TY2JBeA,0.57,0.821,2,-4.38,1,0,0,0,210.857,225560,4,playlist_2006,0
Cherish,Unappreciated,Do It To It,2006-01-01,64,atl hip hop, dance pop,0,582541,6MBEjJlXQYXr8dfxDvZuoA,0.826,0.67,2,-5.559,1,0,0,0,74.007,226293,4,playlist_2006,1
Mary J. Blige,The Breakthrough,One,2005-01-01,64,dance pop, hip pop,0,3477744,3Lk7RWStfLaHG7lXsuS87j,0.344,0.874,0,-3.161,1,0,0,0,185.888,260467,4,playlist_2006,0
Yung Joc,New Joc City,It's Goin' Down (feat. Nitti),2006-06-06,64,atl hip hop, crunk,1,758969,05Sgj1Hx03ZXc57gsV1kfX,0.888,0.577,1,-7.702,0,0,0,0,84.003,241840,4,playlist_2006,1
The All-American Rejects,Move Along,Dirty Little Secret,2005-01-01,64,modern rock, neo mellow,0,2466353,5ZdzNVOmCSp5HFLk0EgvJS,0.469,0.955,10,-4.253,1,0,0,0,143.853,193653,4,playlist_2006,0
T.I.,King,What You Know,2006-03-26,64,atl hip hop, dance pop,1,4521605,0CAJdthKDdRjB2h8YOguN6,0.551,0.81,11,-4.365,1,0,0,0,73.464,274333,4,playlist_2006,0
Beyoncé,B'Day Deluxe Edition,Deja Vu (feat. Jay-Z),2007-05-29,64,dance pop, pop,0,34011219,423EcxblW9F4nnQkqcqMlK,0.644,0.746,7,-4.941,1,0,0,0,105.253,240280,4,playlist_2006,0
Christina Aguilera,Back To Basics,Ain't No Other Man,2006-08-14,63,dance pop, pop,0,7472521,7huo2wvrCgRucUsjdSDLQV,0.862,0.742,7,-4.722,1,0,0,0,127.91,228907,4,playlist_2006,1
Fergie,The Dutchess,London Bridge,2006-09-13,63,dance pop, pop,1,5364823,7jRoWfRlLnGYEIEn4t4kbq,0.77,0.609,1,-5.894,1,0,0,0,90.952,241307,4,playlist_2006,1
Eminem,When I'm Gone,When I'm Gone,2005-12-06,63,detroit hip hop, hip hop,1,67857271,2lRI7n5b9jlPYsEpRuots6,0.608,0.745,10,-5.496,0,0,0,0,150.068,281120,4,playlist_2006,1
KT Tunstall,Eye To The Telescope,Black Horse And The Cherry Tree,2005-01-01,63,lilith, neo mellow,0,387160,0qAMjeQFyd1qD0LDiV8gWp,0.748,0.786,4,-7.788,0,0,0,0,104.833,172373,4,playlist_2006,1
Amy Winehouse,Back To Black,You Know I'm No Good,2006-10-27,63,british soul, neo soul,0,8327279,4zQuwW24dweWcaX0fEJkP2,0.705,0.806,9,-3.607,1,0,0,0,103.383,256947,4,playlist_2006,1
D4L,Down for Life,Laffy Taffy,2005-11-08,63,atl hip hop, crunk,1,289418,2ajhenDRiiAnCHHjsIOHhJ,0.891,0.439,7,-7.994,0,0,0,0,77.499,224253,4,playlist_2006,1
Armand Van Helden,Nympho,My My My,2005-07-04,63,deep house, disco house,0,228476,653rxW1E7V52QWh6a7oIdS,0.652,0.733,7,-8.207,1,0,0,0,127.533,182267,4,playlist_2006,1
The Fratellis,Costello Music,Chelsea Dagger,2007-01-01,62,alternative rock, garage rock,0,795790,3ItzRpwvKtkDSNdRSjXu7Z,0.512,0.817,7,-3.154,1,0,0,0,154.607,215173,4,playlist_2006,1
Chingy,Hoodstar (Deluxe Edition),Pullin' Me Back,2006-01-01,61,crunk, dance pop,1,875721,5hF2LnbkpnXCkksMSeWcxZ,0.786,0.511,7,-6.66,1,0,0,0,80.0,234133,4,playlist_2006,1
Madonna,Confessions on a Dance Floor,Sorry,2005-11-11,61,dance pop, pop,0,6822315,55whbebR4olz2HHcRQa2kx,0.589,0.877,0,-6.229,0,0,0,0,132.971,281880,4,playlist_2006,0
E-40,My Ghetto Report Card,U and Dat (feat. T. Pain & Kandi Girl),2006-03-14,61,cali rap, gangster rap,1,822431,7g7M96UGiA7OR79H86gV4m,0.858,0.484,6,-7.448,0,0,0,0,99.992,202720,4,playlist_2006,0
The Pussycat Dolls,PCD,Stickwitu,2005-01-01,61,dance pop, girl group,0,5361704,4NjR63Up0uMkQBlKvlZd1l,0.655,0.54,9,-6.482,1,0,0,0,79.983,207507,4,playlist_2006,0
Bubba Sparxxx,Ms. New Booty,Ms. New Booty,2005-01-01,61,atl hip hop, country rap,1,357366,0k6HUzaRHpQ3eEWr1C7Esh,0.64,0.62,1,-5.931,1,0,0,0,129.37,252653,5,playlist_2006,1
Amy Winehouse,Back To Black,Tears Dry On Their Own,2006-10-27,62,british soul, neo soul,1,8327279,6yLX8QnxlnEqZfs3YKCfjF,0.643,0.871,1,-2.734,0,0,0,0,121.569,185187,4,playlist_2006,0
The Kooks,Inside In / Inside Out,Naive,2006-01-01,61,brighton indie, modern rock,0,2397246,2RUhtNBh43RtSg0WBPPq3m,0.547,0.816,8,-6.165,0,0,0,0,102.765,203507,4,playlist_2006,1
Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",When The Sun Goes Down,2006-02-21,60,garage rock, modern rock,1,19058847,0ZRrJTPXDToRJ2iLo9oLrW,0.348,0.875,11,-4.758,0,0,0,0,169.152,202133,4,playlist_2006,0
Lily Allen,"Alright, Still (Bonus Track Version)",Smile,2006-05-08,60,dance pop, pop,1,1967568,4aR9bPMAOFySBuQSbVWF3d,0.632,0.639,5,-5.938,1,0,0,0,95.506,196893,4,playlist_2006,1
Ludacris,Release Therapy,Money Maker,2006-01-01,60,atl hip hop, dance pop,1,2552022,2JpUkUR0OsOlUUfm6iS8ic,0.551,0.598,1,-6.79,1,0,0,0,78.756,230613,4,playlist_2006,1
Dem Franchize Boyz,On Top Of Our Game,"Lean Wit It, Rock Wit It",2006-01-01,60,atl hip hop, crunk,1,434398,7cVmKBwzPsh4Fmb6SplfEm,0.886,0.62,5,-5.854,1,0,0,0,76.035,229813,4,playlist_2006,1
Sandi Thom,Smile...It Confuses People,I Wish I Was a Punk Rocker (with Flowers in My Hair),2006-06-05,60,candy pop, scottish singer-songwriter,0,25452,4mnTMsp8Cgf9TNiQMhH11L,0.7,0.465,4,-6.815,1,0,0,0,108.102,151640,4,playlist_2006,1
The All-American Rejects,Move Along,Move Along,2005-01-01,59,modern rock, neo mellow,0,2466353,58HpsDKeYoLtNhXFQyQmz5,0.526,0.92,3,-3.866,1,0,0,0,109.86,238880,4,playlist_2006,1
Keane,Under The Iron Sea,Is It Any Wonder?,2006-06-12,59,neo mellow, piano rock,0,2868742,5xT8JXJSyHYNfC11OFqzFL,0.489,0.955,11,-2.771,0,0,0,0,129.352,186173,4,playlist_2006,1
P!nk,I'm Not Dead,Stupid Girls,2006-04-04,59,dance pop, pop,1,14799769,1Ab6RxeKl3e07zP7Get7CX,0.683,0.886,4,-5.045,0,0,0,0,100.04,197173,4,playlist_2006,1
Beyoncé,B'Day,Check On It (feat. Bun B & Slim Thug),2006-09-04,58,dance pop, pop,0,34011219,2RWxrpsFshOBFwRBRstUlQ,0.705,0.796,7,-6.845,1,0,0,0,166.042,210453,4,playlist_2006,1
Ciara,The Evolution,Get Up (feat. Chamillionaire),2006,58,dance pop, hip pop,0,6081278,3rKCDtV8UcF0RytSiXxypc,0.964,0.595,1,-6.887,0,0,0,0,128.593,261880,4,playlist_2006,1
Fort Minor,The Rising Tied,Where'd You Go (feat. Holly Brook & Jonah Matranga),2005-11-21,58,rap rock,,1,577032,7pAT4dOUzjq8Ziap5ShIqC,0.684,0.819,1,-3.309,0,0,0,0,179.999,231867,4,playlist_2006,0
Infernal,From Paris to Berlin,From Paris to Berlin,2004-08-23,58,bubblegum dance, eurodance,0,29349,5ClXLJW6OLZuTLCwhmX9h9,0.741,0.869,9,-6.534,0,0,0,0,126.069,209667,4,playlist_2006,1
Shayne Ward,Shayne Ward (Expanded Edition),No Promises,2006-04-17,57,dance pop, europop,0,311589,2GdGb6bdMYoq7EHkmWvb5D,0.496,0.507,4,-6.073,1,0,0,0,79.808,222160,4,playlist_2006,0
Scissor Sisters,Ta Dah,I Don't Feel Like Dancin',2006-01-01,57,dance pop, dance rock,0,499056,13pyGLYmBjYgvOMIEivX2K,0.71,0.917,7,-3.385,1,0,0,0,108.031,288360,4,playlist_2006,1
Busta Rhymes,The Big Bang,Touch It,2006-01-01,56,east coast hip hop, hardcore hip hop,1,2360533,3HVJbdz0V402U5YggQK4Ao,0.658,0.551,1,-6.62,1,0,0,0,138.335,214960,5,playlist_2006,0
Jibbs,Jibbs feat. Jibbs,Chain Hang Low,2006-01-01,56,dirty south rap, pop rap,1,94385,0tYPj0NYa7vjlJaqlRSnJb,0.792,0.589,4,-6.869,0,0,0,0,157.147,207587,4,playlist_2006,1
The All-American Rejects,Move Along,It Ends Tonight,2005-01-01,55,modern rock, neo mellow,0,2466353,5ZqNz8GXWpkb95f7aVxTA0,0.454,0.631,0,-4.733,1,0,0,0,87.888,244827,4,playlist_2006,0
The Kooks,Inside In / Inside Out,She Moves In Her Own Way,2006-01-01,55,brighton indie, modern rock,0,2397246,2SGBEDwsOAOAHrrdAd304i,0.431,0.81,7,-5.379,1,0,0,0,76.412,169307,4,playlist_2006,1
Leona Lewis,Spirit,A Moment Like This,2007,55,british soul, dance pop,0,3477728,5i9UKSttY3V7x9OnYZsMBX,0.261,0.562,8,-3.667,1,0,0,0,70.543,257293,4,playlist_2006,0
The Raconteurs,Broken Boy Soldiers,"Steady, As She Goes",2006,54,alternative rock, garage rock,0,847663,19iqWNzp5LwEdvntpEK8MP,0.525,0.578,9,-4.563,1,0,0,0,123.696,215267,4,playlist_2006,1
Nelly,Sweatsuit,Grillz,2005-11-22,54,dance pop, hip hop,0,2374633,3YQjgTpUVNWvpYeb2mtTF7,0.867,0.504,4,-7.737,0,0,0,0,82.996,271160,4,playlist_2006,1
Westlife,The Love Album,The Rose,2006-11-20,53,boy band, europop,0,3545744,1kAC8QX4meGZhEbtXtqF1o,0.28,0.2,9,-9.66,1,0,0,0,129.61,218933,3,playlist_2006,0
Various Artists,Only Hits,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,2006-11-07,52,dance pop, dancehall,0,4277084,6k8uthjEbttfWXcGaNTQGD,0.711,0.761,8,-3.04,1,0,0,0,95.824,243880,4,playlist_2006,1
Diddy,Press Play,Come to Me (feat. Nicole Scherzinger),2006-10-16,51,dance pop, east coast hip hop,1,1443265,6yuvC80FcnVJNvC0DbXN9e,0.819,0.485,6,-6.45,0,0,0,0,96.998,276787,4,playlist_2006,0
James Morrison,Undiscovered,You Give Me Something,2006-01-01,51,dance pop, neo mellow,0,1537491,28euH5Ny1JXxZAt2KjWp62,0.559,0.671,7,-7.109,1,0,0,0,79.493,212933,4,playlist_2006,1
The Feeling,Twelve Stops And Home (Deluxe),Fill My Little World,2006-06-05,50,dance pop, english indie rock,0,88259,1JOxCh2Aa08z8cNJQJhWBJ,0.462,0.783,7,-7.814,1,0,0,0,175.964,247253,4,playlist_2006,1
Girls Aloud,Ten,Something Kinda Ooooh,2012-01-01,49,bubblegum dance, dance pop,0,501481,40ocQVCLvaZdZP7rn1tTwU,0.681,0.908,11,-3.918,0,0,0,0,131.925,201591,4,playlist_2006,1
The Pussycat Dolls,PCD,Beep,2005-01-01,49,dance pop, girl group,0,5361704,5TXNLJ2EENAt3Tf9MX4kT2,0.935,0.745,7,-6.391,1,0,0,0,103.691,229360,4,playlist_2006,1
Kelis,Kelis Was Here,Bossy Featuring Too $hort (feat. Too $hort),2006-08-22,48,dance pop, electropop,0,549630,0Eu5SrReZzaJX0NLKI8tQS,0.906,0.624,4,-5.556,1,0,0,0,84.009,274947,4,playlist_2006,1
Leona Lewis,Spirit,Bleeding Love,2007,74,british soul, dance pop,0,3477728,7wZUrN8oemZfsEd1CGkbXE,0.638,0.656,5,-5.886,1,0,0,0,104.036,262467,4,playlist_2007,0
Rihanna,Good Girl Gone Bad: Reloaded,Umbrella,2008-06-02,84,barbadian pop, pop,0,53901957,49FYlytm3dAAraYgpoJZux,0.583,0.829,1,-4.603,1,0,0,0,174.028,275987,4,playlist_2007,1
Timbaland,Shock Value,The Way I Are,2007-01-01,81,dance pop, hip hop,0,2463625,2bLqfJjuC5syrsgDsZfGmn,0.731,0.807,3,-6.492,0,0,1,0,114.759,179120,4,playlist_2007,1
Fergie,The Dutchess,Big Girls Don't Cry (Personal),2006-09-13,65,dance pop, pop,0,5364823,4AniPkv5vgdE1n6VKreiyI,0.707,0.642,7,-4.271,1,0,0,0,113.083,268120,4,playlist_2007,0
Mark Ronson,Version,Valerie (feat. Amy Winehouse) - Version Revisited,2007-04-16,75,dance pop, pop,0,1002253,6kopmMZiyLmw7h66uXcXR7,0.699,0.83,1,-4.898,1,0,0,0,105.809,219413,4,playlist_2007,1
Plain White T's,All That We Needed,Hey There Delilah,2005-01-01,78,neo mellow, pop punk,0,1154948,4RCWB3V8V0dignt99LZ8vH,0.656,0.291,2,-10.572,1,0,0,0,103.971,232533,4,playlist_2007,0
Justin Timberlake,FutureSex/LoveSounds,What Goes Around.../...Comes Around (Interlude),2006-09-12,71,dance pop, pop,0,12741011,3pD0f7hSJg2XdQ6udw5Tey,0.687,0.723,7,-4.751,1,0,0,0,76.0,448573,4,playlist_2007,0
Gwen Stefani,The Sweet Escape,The Sweet Escape,2006-01-01,71,dance pop, pop,0,5892266,66ZcOcouenzZEnzTJvoFmH,0.756,0.77,1,-3.502,1,0,0,0,119.961,246467,4,playlist_2007,1
Linkin Park,Minutes to Midnight,What I've Done,2007-05-14,80,alternative metal, nu metal,0,22971373,18lR4BzEs7e3qzc0KVkTpU,0.623,0.93,5,-5.285,1,0,0,0,120.119,205613,4,playlist_2007,0
Kanye West,Graduation,Stronger,2007-09-11,80,chicago rap, rap,1,19599435,0j2T0R9dR9qdJYsB7ciXhf,0.617,0.717,10,-7.858,0,0,0,0,103.992,311867,4,playlist_2007,0
Akon,Konvicted,Smack That,2006-01-01,80,dance pop,,1,3662283,2kQuhkFX7uSVepCD3h29g5,0.939,0.742,5,-5.171,0,0,0,0,118.978,212360,4,playlist_2007,1
Snow Patrol,Eyes Open,Chasing Cars,2006-01-01,79,irish rock, neo mellow,0,2791646,5hnyJvgoWiQUYZttV4wXy6,0.56,0.595,9,-4.53,1,0,0,0,104.011,267960,4,playlist_2007,0
Nelly Furtado,Loose,Say It Right,2006-01-01,79,canadian latin, canadian pop,0,3380485,2aI21FnmY7TJVKeMaoQZ0t,0.872,0.872,1,-6.328,1,0,0,0,116.948,223080,4,playlist_2007,1
My Chemical Romance,The Black Parade,Teenagers,2006-10-23,79,emo, pop punk,0,7507999,7j31rVgGX9Q2blT92VBEA0,0.463,0.857,4,-3.063,1,0,0,0,111.647,161920,4,playlist_2007,1
Timbaland,Shock Value,Give It To Me,2007-04-02,78,dance pop, hip hop,1,2463625,0wbDgMuAoy7O7pL3a69uZx,0.975,0.711,8,-3.904,1,0,0,0,110.621,234027,4,playlist_2007,1
Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),2006-05-09,78,alternative rock, funk metal,0,19377055,2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,11,-3.674,1,0,0,0,104.655,334667,4,playlist_2007,1
Amy Winehouse,Back To Black (Deluxe Edition),Back To Black,2006,78,british soul, neo soul,1,8327279,3FAclTFfvUuQYnEsptbK8w,0.403,0.422,7,-13.964,0,0,0,0,122.728,241293,4,playlist_2007,0
The Fray,How To Save A Life,How to Save a Life,2005-09-13,78,neo mellow, piano rock,0,3875526,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,10,-4.08,1,0,0,0,122.035,262533,4,playlist_2007,0
Britney Spears,Blackout,Gimme More,2007-10-25,78,dance pop, pop,0,12056889,6ic8OlLUNEATToEFU3xmaH,0.788,0.844,2,-3.131,1,0,0,0,113.324,251240,4,playlist_2007,0
Carrie Underwood,Some Hearts,Before He Cheats,2005-11-14,78,contemporary country, country,0,5672680,0ZUo4YjG4saFnEJhdWp9Bt,0.519,0.749,6,-3.318,0,0,0,0,147.905,199947,4,playlist_2007,0
Foo Fighters,"Echoes, Silence, Patience & Grace",The Pretender,2007-09-25,77,alternative metal, alternative rock,0,10771113,7x8dCjCr0x6x2lXKujYD34,0.433,0.959,9,-4.04,1,0,0,0,172.984,269373,4,playlist_2007,0
Fall Out Boy,Infinity On High,Thnks fr th Mmrs,2007-01-01,77,emo, modern rock,0,9890506,3Zwu2K0Qa5sT6teCCHPShP,0.459,0.891,10,-5.057,0,0,0,0,154.837,203507,4,playlist_2007,1
Sean Kingston,Beautiful Girls,Beautiful Girls,2007-07-23,77,dance pop, miami hip hop,0,2977280,1hGy2eLcmC8eKx7qr1tOqx,0.762,0.661,1,-6.075,0,0,0,0,130.009,225373,4,playlist_2007,1
Linkin Park,Minutes to Midnight,Bleed It Out,2007-05-14,77,alternative metal, nu metal,1,22971373,0UFDKFqW2oGspYeYqo9wjA,0.529,0.967,1,-3.647,0,0,0,0,140.127,166373,4,playlist_2007,1
Kanye West,Graduation,Can't Tell Me Nothing,2007-09-11,76,chicago rap, rap,1,19599435,0mEdbdeRFQwBhN4xfyIeUM,0.596,0.62,5,-6.133,0,0,0,1,80.029,271600,4,playlist_2007,0
All Time Low,"So Wrong, It's Right","Dear Maria, Count Me In",2007-09-25,75,modern rock, pop punk,0,2915500,0JJP0IS4w0fJx01EcrfkDe,0.459,0.895,2,-3.126,1,0,0,0,181.04,182827,4,playlist_2007,1
The Red Jumpsuit Apparatus,Don't You Fake It,Face Down,2006-01-01,74,pop punk, pop rock,0,1256336,4wzjNqjKAKDU82e8uMhzmr,0.545,0.932,7,-2.189,0,0,0,0,92.956,192000,4,playlist_2007,0
T-Pain,Epiphany (Expanded Edition),Buy U a Drank (Shawty Snappin') (feat. Yung Joc),2007-06-05,74,dance pop, hip hop,0,4255238,1tkMs9wDPknQ3ZHcKDw1ES,0.693,0.549,1,-8.141,1,0,0,0,80.028,227960,4,playlist_2007,1
Paramore,Riot!,Misery Business,2007-06-11,74,candy pop, pixie,0,7646419,6SpLc7EXZIPpy0sVko0aoU,0.517,0.906,1,-3.677,1,0,0,0,172.977,211520,4,playlist_2007,1
Soulja Boy,souljaboytellem.com,Crank That (Soulja Boy),2007-01-01,74,atl hip hop, chicago bop,0,1746176,66TRwr5uJwPt15mfFkzhbi,0.736,0.74,0,-2.18,1,0,0,0,140.141,221933,4,playlist_2007,1
Finger Eleven,Them Vs. You Vs. Me (Deluxe Edition),Paralyzer,2007-01-01,74,alternative metal, canadian rock,0,655607,28IEbk5a7twNTbUEvWslUb,0.644,0.939,11,-3.486,0,0,0,0,106.031,208107,4,playlist_2007,1
Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Fake It,2007-01-01,74,alternative metal, nu metal,1,3115443,4eAwB5pnKFTmsgc3zWoYO0,0.611,0.95,8,-3.509,1,0,0,0,132.078,193893,4,playlist_2007,1
Avril Lavigne,The Best Damn Thing (Expanded Edition),Girlfriend,2007-04-17,74,canadian pop, candy pop,1,9677454,45hOioMDJktr86iKDHC8gr,0.56,0.959,7,-2.433,1,0,0,0,163.983,216600,4,playlist_2007,1
Alex Gaudino,Destination Calabria,Destination Calabria - Radio Edit,2007-02-19,73,disco house, electro house,0,114124,5TmFTHZp7HjBXjjsFvCY6h,0.627,0.954,2,-4.804,1,0,0,0,128.016,223112,4,playlist_2007,0
Ne-Yo,Because Of You,Because Of You,2007-01-01,73,dance pop, pop,0,7825791,6CFPFnS9EcLs2I0nWqtWci,0.81,0.538,0,-5.784,0,0,0,0,109.97,266840,4,playlist_2007,1
